chrom1	start1	end1	chrom2	start2	end2	tor1	tor2	score	enr
chr14	61389950	61390000	chr14	61762850	61762900	EE	EE	65.8000030517578	-2.73696559416621
chr14	61389950	61390000	chr14	61762900	61762950	EE	EE	65.8000030517578	-2.73696559416621
chr14	61390000	61390050	chr14	61762850	61762900	EE	EE	65.8000030517578	-2.75002174699165
chr14	61390000	61390050	chr14	61762900	61762950	EE	EE	65.8000030517578	-2.75002174699165
chr14	61390050	61390100	chr14	61762850	61762900	EE	EE	65.8000030517578	-2.77204805332165
chr14	61390050	61390100	chr14	61762900	61762950	EE	EE	65.8000030517578	-2.77204805332165
chr14	63991450	63991500	chr14	64414150	64414200	EE	EE	64.3000030517578	-3.01526675665331
chr14	63991450	63991500	chr14	64414200	64414250	EE	EE	64.3000030517578	-3.01526675665331
chr14	63991500	63991550	chr14	64414150	64414200	EE	EE	64.3000030517578	-3.01526675665331
chr14	63991500	63991550	chr14	64414200	64414250	EE	EE	64.3000030517578	-3.01526675665331
chr14	63991550	63991600	chr14	64414150	64414200	EE	EE	64.3000030517578	-3.01146518649345
chr14	63991550	63991600	chr14	64414200	64414250	EE	EE	64.3000030517578	-3.01146518649345
chr14	64000800	64000850	chr14	64414150	64414200	EE	EE	67.3000030517578	-2.56985560833095
chr14	64000800	64000850	chr14	64414200	64414250	EE	EE	67.3000030517578	-2.56985560833095
chr14	64000850	64000900	chr14	64414150	64414200	EE	EE	67.3000030517578	-2.56985560833095
chr14	64000850	64000900	chr14	64414200	64414250	EE	EE	67.3000030517578	-2.56985560833095
chr14	66794650	66794700	chr14	67410750	67410800	EE	LE	65.8000030517578	-2.07800251200127
chr14	66794650	66794700	chr14	67410800	67410850	EE	LE	65.8000030517578	-2.07800251200127
chr14	66794700	66794750	chr14	67410750	67410800	EE	LE	65.8000030517578	-2.07800251200127
chr14	66794700	66794750	chr14	67410800	67410850	EE	LE	65.8000030517578	-2.07800251200127
chr14	70261350	70261400	chr14	70581000	70581050	EE	EE	82.9000015258789	-2.49124806589896
chr14	70261350	70261400	chr14	70581050	70581100	EE	EE	82.9000015258789	-2.47770153406101
chr14	70261350	70261400	chr14	70581100	70581150	EE	EE	82.9000015258789	-2.47770153406101
chr14	70261350	70261400	chr14	70581150	70581200	EE	EE	82.9000015258789	-2.4532898680211
chr14	70261400	70261450	chr14	70581000	70581050	EE	EE	82.9000015258789	-2.49124806589896
chr14	70261400	70261450	chr14	70581050	70581100	EE	EE	82.9000015258789	-2.47770153406101
chr14	70261400	70261450	chr14	70581100	70581150	EE	EE	82.9000015258789	-2.47770153406101
chr14	70261400	70261450	chr14	70581150	70581200	EE	EE	82.9000015258789	-2.4532898680211
chr14	80169550	80169600	chr14	80615850	80615900	EL	LL	81.9000015258789	-2.41127558048264
chr14	80169550	80169600	chr14	80615900	80615950	EL	LL	81.9000015258789	-2.41127558048264
chr14	80169600	80169650	chr14	80615850	80615900	EL	LL	81.9000015258789	-2.41127558048264
chr14	80169600	80169650	chr14	80615900	80615950	EL	LL	81.9000015258789	-2.41127558048264
chr14	80169650	80169700	chr14	80615850	80615900	EL	LL	81.9000015258789	-2.41127558048264
chr14	80169650	80169700	chr14	80615900	80615950	EL	LL	81.9000015258789	-2.41127558048264
chr14	118556500	118556550	chr14	119167400	119167450	EE	EE	62.2999992370605	-3.22542011403402
chr14	118556500	118556550	chr14	119167450	119167500	EE	EE	62.2999992370605	-3.27885937299548
chr14	118556550	118556600	chr14	119167400	119167450	EE	EE	62.2999992370605	-3.22542011403402
chr14	118556550	118556600	chr14	119167450	119167500	EE	EE	62.2999992370605	-3.27885937299548
chr15	6859800	6859850	chr15	7176400	7176450	EE	EE	88.9000015258789	-2.00610019953642
chr15	6859800	6859850	chr15	7176450	7176500	EE	EE	88.9000015258789	-2.00610019953642
chr15	6859800	6859850	chr15	7213950	7214000	EE	EE	83.4000015258789	-2.1655265375448
chr15	6859800	6859850	chr15	7214000	7214050	EE	EE	83.4000015258789	-2.1655265375448
chr15	6859800	6859850	chr15	7214050	7214100	EE	EE	83.4000015258789	-2.1655265375448
chr15	36426600	36426650	chr15	36638300	36638350	EE	EE	77.3000030517578	-2.17914353147169
chr15	36426600	36426650	chr15	36638350	36638400	EE	EE	77.3000030517578	-2.17914353147169
chr15	36426600	36426650	chr15	36638400	36638450	EE	EE	77.3000030517578	-2.18830353075717
chr15	37050350	37050400	chr15	37835900	37835950	EE	EE	77.8000030517578	-2.09310940439148
chr15	37050350	37050400	chr15	37835950	37836000	EE	EE	77.8000030517578	-2.09310940439148
chr15	37050350	37050400	chr15	37836000	37836050	EE	EE	77.8000030517578	-2.09310940439148
chr15	37050400	37050450	chr15	37835900	37835950	EE	EE	77.8000030517578	-2.09310940439148
chr15	37050400	37050450	chr15	37835950	37836000	EE	EE	77.8000030517578	-2.09310940439148
chr15	37050400	37050450	chr15	37836000	37836050	EE	EE	77.8000030517578	-2.09310940439148
chr15	72347550	72347600	chr15	72853450	72853500	LE	EE	88.4000015258789	-2.87148525947732
chr15	72347550	72347600	chr15	72853500	72853550	LE	EE	88.4000015258789	-2.87148525947732
chr15	72347600	72347650	chr15	72853450	72853500	LE	EE	88.4000015258789	-2.87148525947732
chr15	72347600	72347650	chr15	72853500	72853550	LE	EE	88.4000015258789	-2.87148525947732
chr15	72347650	72347700	chr15	72853450	72853500	LE	EE	88.4000015258789	-2.82841653758543
chr15	72347650	72347700	chr15	72853500	72853550	LE	EE	88.4000015258789	-2.82841653758543
chr15	72347650	72347700	chr15	73017400	73017450	LE	EE	61.7999992370605	-1.65207669657969
chr15	72347650	72347700	chr15	73017450	73017500	LE	EE	61.7999992370605	-1.66296501272243
chr15	72347650	72347700	chr15	73017500	73017550	LE	EE	61.7999992370605	-1.69773043088311
chr15	72347700	72347750	chr15	72853450	72853500	LE	EE	88.4000015258789	-2.82841653758543
chr15	72347700	72347750	chr15	72853500	72853550	LE	EE	88.4000015258789	-2.82841653758543
chr15	72347700	72347750	chr15	73017400	73017450	LE	EE	61.7999992370605	-1.65207669657969
chr15	72347700	72347750	chr15	73017450	73017500	LE	EE	61.7999992370605	-1.66296501272243
chr15	72347700	72347750	chr15	73017500	73017550	LE	EE	61.7999992370605	-1.69773043088311
chr15	72379950	72380000	chr15	72853450	72853500	LE	EE	88.4000015258789	-3.07744408542535
chr15	72379950	72380000	chr15	72853500	72853550	LE	EE	88.4000015258789	-3.07744408542535
chr15	72379950	72380000	chr15	73017400	73017450	LE	EE	62.2999992370605	-2.1096244911745
chr15	72379950	72380000	chr15	73017450	73017500	LE	EE	62.2999992370605	-2.1096244911745
chr15	72379950	72380000	chr15	73017500	73017550	LE	EE	62.2999992370605	-2.1096244911745
chr15	72380000	72380050	chr15	72853450	72853500	LE	EE	88.4000015258789	-3.07744408542535
chr15	72380000	72380050	chr15	72853500	72853550	LE	EE	88.4000015258789	-3.07744408542535
chr15	72380000	72380050	chr15	73017400	73017450	LE	EE	62.2999992370605	-2.1096244911745
chr15	72380000	72380050	chr15	73017450	73017500	LE	EE	62.2999992370605	-2.1096244911745
chr15	72380000	72380050	chr15	73017500	73017550	LE	EE	62.2999992370605	-2.1096244911745
chr15	72380050	72380100	chr15	72853450	72853500	LE	EE	88.4000015258789	-3.0698840941125
chr15	72380050	72380100	chr15	72853500	72853550	LE	EE	88.4000015258789	-3.0698840941125
chr15	72380050	72380100	chr15	73017400	73017450	LE	EE	62.2999992370605	-2.08298936467103
chr15	72380050	72380100	chr15	73017450	73017500	LE	EE	62.2999992370605	-2.08298936467103
chr15	72380050	72380100	chr15	73017500	73017550	LE	EE	62.2999992370605	-2.08298936467103
chr15	73551350	73551400	chr15	74551400	74551450	EE	EE	70.3000030517578	-2.13955135239879
chr15	73551400	73551450	chr15	74551400	74551450	EE	EE	70.3000030517578	-2.13955135239879
chr15	73587700	73587750	chr15	74551400	74551450	EE	EE	69.3000030517578	-2.79836613883035
chr15	73587750	73587800	chr15	74551400	74551450	EE	EE	69.3000030517578	-2.9296106721086
chr15	73587800	73587850	chr15	74551400	74551450	EE	EE	69.3000030517578	-2.9296106721086
chr15	77764300	77764350	chr15	78008950	78009000	EE	EE	65.3000030517578	-2.49223930836274
chr15	77764300	77764350	chr15	78009000	78009050	EE	EE	65.3000030517578	-2.49223930836274
chr15	77764350	77764400	chr15	78008950	78009000	EE	EE	65.3000030517578	-2.42433524386093
chr15	77764350	77764400	chr15	78009000	78009050	EE	EE	65.3000030517578	-2.42433524386093
chr15	77764400	77764450	chr15	78008950	78009000	EE	EE	65.3000030517578	-2.42433524386093
chr15	77764400	77764450	chr15	78009000	78009050	EE	EE	65.3000030517578	-2.42433524386093
chr15	79073650	79073700	chr15	79297500	79297550	EE	EE	73.3000030517578	-3.29322778263405
chr15	79073650	79073700	chr15	79297550	79297600	EE	EE	73.3000030517578	-3.29322778263405
chr15	79073700	79073750	chr15	79297500	79297550	EE	EE	73.3000030517578	-3.29322778263405
chr15	79073700	79073750	chr15	79297550	79297600	EE	EE	73.3000030517578	-3.29322778263405
chr15	79073750	79073800	chr15	79297500	79297550	EE	EE	73.3000030517578	-3.33762190199251
chr15	79073750	79073800	chr15	79297550	79297600	EE	EE	73.3000030517578	-3.33762190199251
chr15	79073800	79073850	chr15	79297500	79297550	EE	EE	73.3000030517578	-3.33762190199251
chr15	79073800	79073850	chr15	79297550	79297600	EE	EE	73.3000030517578	-3.33762190199251
chr15	79073850	79073900	chr15	79297500	79297550	EE	EE	73.3000030517578	-3.33762190199251
chr15	79073850	79073900	chr15	79297550	79297600	EE	EE	73.3000030517578	-3.33762190199251
chr15	79583550	79583600	chr15	79897150	79897200	EE	EE	72.8000030517578	-2.70043971814109
chr15	79583600	79583650	chr15	79897150	79897200	EE	EE	72.8000030517578	-2.70043971814109
chr15	79583650	79583700	chr15	79897150	79897200	EE	EE	72.8000030517578	-2.70043971814109
chr15	79583700	79583750	chr15	79897150	79897200	EE	EE	72.8000030517578	-2.70043971814109
chr15	80055800	80055850	chr15	80534900	80534950	EE	EE	71.3000030517578	-2.44131682407769
chr15	80055800	80055850	chr15	80534950	80535000	EE	EE	71.3000030517578	-2.41503749927884
chr15	80055850	80055900	chr15	80534900	80534950	EE	EE	71.3000030517578	-2.44131682407769
chr15	80055850	80055900	chr15	80534950	80535000	EE	EE	71.3000030517578	-2.41503749927884
chr15	80091250	80091300	chr15	80534900	80534950	EE	EE	91.9000015258789	-2.61951972275752
chr15	80091250	80091300	chr15	80534950	80535000	EE	EE	91.9000015258789	-2.6109577092541
chr15	80091300	80091350	chr15	80534900	80534950	EE	EE	91.9000015258789	-2.61951972275752
chr15	80091300	80091350	chr15	80534950	80535000	EE	EE	91.9000015258789	-2.6109577092541
chr15	80091350	80091400	chr15	80534900	80534950	EE	EE	91.9000015258789	-2.61738397841353
chr15	80091350	80091400	chr15	80534950	80535000	EE	EE	91.9000015258789	-2.60880924267552
chr15	82090000	82090050	chr15	82868300	82868350	EE	EE	83.9000015258789	-2.83201697629187
chr15	82090000	82090050	chr15	82868350	82868400	EE	EE	83.9000015258789	-2.82126052408282
chr15	82090000	82090050	chr15	82916450	82916500	EE	EE	83.4000015258789	-2.7101418060905
chr15	82090000	82090050	chr15	82916500	82916550	EE	EE	83.4000015258789	-2.7101418060905
chr15	82090000	82090050	chr15	82916550	82916600	EE	EE	83.4000015258789	-2.70626879694329
chr15	82090050	82090100	chr15	82868300	82868350	EE	EE	83.9000015258789	-2.83201697629187
chr15	82090050	82090100	chr15	82868350	82868400	EE	EE	83.9000015258789	-2.82126052408282
chr15	82090050	82090100	chr15	82916450	82916500	EE	EE	83.4000015258789	-2.72553069910392
chr15	82090050	82090100	chr15	82916500	82916550	EE	EE	83.4000015258789	-2.72553069910392
chr15	82090050	82090100	chr15	82916550	82916600	EE	EE	83.4000015258789	-2.7216988375129
chr15	82090100	82090150	chr15	82868300	82868350	EE	EE	83.9000015258789	-2.83201697629187
chr15	82090100	82090150	chr15	82868350	82868400	EE	EE	83.9000015258789	-2.82126052408282
chr15	82090100	82090150	chr15	82916450	82916500	EE	EE	83.4000015258789	-2.72553069910392
chr15	82090100	82090150	chr15	82916500	82916550	EE	EE	83.4000015258789	-2.72553069910392
chr15	82090100	82090150	chr15	82916550	82916600	EE	EE	83.4000015258789	-2.7216988375129
chr15	82090150	82090200	chr15	82868300	82868350	EE	EE	83.9000015258789	-2.75661012331248
chr15	82090150	82090200	chr15	82868350	82868400	EE	EE	83.9000015258789	-2.74723392962003
chr15	82090150	82090200	chr15	82916450	82916500	EE	EE	83.4000015258789	-2.74075717332858
chr15	82090150	82090200	chr15	82916500	82916550	EE	EE	83.4000015258789	-2.74075717332858
chr15	82090150	82090200	chr15	82916550	82916600	EE	EE	83.4000015258789	-2.73696559416621
chr15	82090200	82090250	chr15	82868300	82868350	EE	EE	83.9000015258789	-2.75661012331248
chr15	82090200	82090250	chr15	82868350	82868400	EE	EE	83.9000015258789	-2.74723392962003
chr15	82090200	82090250	chr15	82916450	82916500	EE	EE	83.4000015258789	-2.74075717332858
chr15	82090200	82090250	chr15	82916500	82916550	EE	EE	83.4000015258789	-2.74075717332858
chr15	82090200	82090250	chr15	82916550	82916600	EE	EE	83.4000015258789	-2.73696559416621
chr15	82101700	82101750	chr15	82868300	82868350	EE	EE	82.9000015258789	-2.86168877162457
chr15	82101700	82101750	chr15	82868350	82868400	EE	EE	82.9000015258789	-2.86760146449446
chr15	82101700	82101750	chr15	82916450	82916500	EE	EE	82.4000015258789	-2.90689059560852
chr15	82101700	82101750	chr15	82916500	82916550	EE	EE	82.4000015258789	-2.90689059560852
chr15	82101700	82101750	chr15	82916550	82916600	EE	EE	82.4000015258789	-2.90345151164175
chr15	82101750	82101800	chr15	82868300	82868350	EE	EE	82.9000015258789	-2.86168877162457
chr15	82101750	82101800	chr15	82868350	82868400	EE	EE	82.9000015258789	-2.86760146449446
chr15	82101750	82101800	chr15	82916450	82916500	EE	EE	82.4000015258789	-2.90689059560852
chr15	82101750	82101800	chr15	82916500	82916550	EE	EE	82.4000015258789	-2.90689059560852
chr15	82101750	82101800	chr15	82916550	82916600	EE	EE	82.4000015258789	-2.90345151164175
chr15	82101800	82101850	chr15	82868300	82868350	EE	EE	82.9000015258789	-2.86168877162457
chr15	82101800	82101850	chr15	82868350	82868400	EE	EE	82.9000015258789	-2.86760146449446
chr15	82101800	82101850	chr15	82916450	82916500	EE	EE	82.4000015258789	-2.88135550350138
chr15	82101800	82101850	chr15	82916500	82916550	EE	EE	82.4000015258789	-2.88135550350138
chr15	82101800	82101850	chr15	82916550	82916600	EE	EE	82.4000015258789	-2.87791641953461
chr15	82101850	82101900	chr15	82868300	82868350	EE	EE	82.9000015258789	-2.86168877162457
chr15	82101850	82101900	chr15	82868350	82868400	EE	EE	82.9000015258789	-2.86760146449446
chr15	82101850	82101900	chr15	82916450	82916500	EE	EE	82.4000015258789	-2.88135550350138
chr15	82101850	82101900	chr15	82916500	82916550	EE	EE	82.4000015258789	-2.88135550350138
chr15	82101850	82101900	chr15	82916550	82916600	EE	EE	82.4000015258789	-2.87791641953461
chr15	82184850	82184900	chr15	82868300	82868350	EE	EE	80.8000030517578	-2.83518913025433
chr15	82184850	82184900	chr15	82868350	82868400	EE	EE	82.4000015258789	-2.77564606233027
chr15	82184850	82184900	chr15	82916450	82916500	EE	EE	79.3000030517578	-2.82312223791592
chr15	82184850	82184900	chr15	82916500	82916550	EE	EE	79.3000030517578	-2.82312223791592
chr15	82184850	82184900	chr15	82916550	82916600	EE	EE	79.3000030517578	-2.81262986409828
chr15	83438000	83438050	chr15	83904500	83904550	EE	EE	64.8000030517578	-3.39231742277876
chr15	83438000	83438050	chr15	83904550	83904600	EE	EE	64.8000030517578	-3.39231742277876
chr15	83438050	83438100	chr15	83904500	83904550	EE	EE	64.8000030517578	-3.39231742277876
chr15	83438050	83438100	chr15	83904550	83904600	EE	EE	64.8000030517578	-3.39231742277876
chr15	83591250	83591300	chr15	83904500	83904550	EE	EE	82.4000015258789	-3.03924163159285
chr15	83591250	83591300	chr15	83904550	83904600	EE	EE	82.4000015258789	-3.03924163159285
chr15	83591250	83591300	chr15	84444800	84444850	EE	EE	70.3000030517578	-3.23446525363702
chr15	83591250	83591300	chr15	84444850	84444900	EE	EE	70.3000030517578	-3.23446525363702
chr15	83591250	83591300	chr15	84460300	84460350	EE	EE	69.3000030517578	-2.86789646399265
chr15	83591250	83591300	chr15	84462100	84462150	EE	EE	67.3000030517578	-3.03147823147317
chr15	83591250	83591300	chr15	84462150	84462200	EE	EE	67.3000030517578	-3.03147823147317
chr15	83591250	83591300	chr15	84462200	84462250	EE	EE	67.3000030517578	-3.03147823147317
chr15	83591250	83591300	chr15	84462250	84462300	EE	EE	67.3000030517578	-3.03147823147317
chr15	83591300	83591350	chr15	83904500	83904550	EE	EE	82.4000015258789	-3.03924163159285
chr15	83591300	83591350	chr15	83904550	83904600	EE	EE	82.4000015258789	-3.03924163159285
chr15	83591300	83591350	chr15	84444800	84444850	EE	EE	70.3000030517578	-3.23446525363702
chr15	83591300	83591350	chr15	84444850	84444900	EE	EE	70.3000030517578	-3.23446525363702
chr15	83591300	83591350	chr15	84460300	84460350	EE	EE	69.3000030517578	-2.86789646399265
chr15	83591300	83591350	chr15	84462100	84462150	EE	EE	67.3000030517578	-3.03147823147317
chr15	83591300	83591350	chr15	84462150	84462200	EE	EE	67.3000030517578	-3.03147823147317
chr15	83591300	83591350	chr15	84462200	84462250	EE	EE	67.3000030517578	-3.03147823147317
chr15	83591300	83591350	chr15	84462250	84462300	EE	EE	67.3000030517578	-3.03147823147317
chr15	83904500	83904550	chr15	84444800	84444850	EE	EE	75.3000030517578	-2.58496250072116
chr15	83904500	83904550	chr15	84444850	84444900	EE	EE	75.3000030517578	-2.58496250072116
chr15	83904500	83904550	chr15	84460300	84460350	EE	EE	78.3000030517578	-2.89770142415386
chr15	83904500	83904550	chr15	84462100	84462150	EE	EE	78.3000030517578	-3.04669323544804
chr15	83904500	83904550	chr15	84462150	84462200	EE	EE	78.3000030517578	-3.08516738326268
chr15	83904500	83904550	chr15	84462200	84462250	EE	EE	78.3000030517578	-3.17449773123214
chr15	83904500	83904550	chr15	84462250	84462300	EE	EE	78.3000030517578	-3.17449773123214
chr15	83904550	83904600	chr15	84444800	84444850	EE	EE	75.3000030517578	-2.58496250072116
chr15	83904550	83904600	chr15	84444850	84444900	EE	EE	75.3000030517578	-2.58496250072116
chr15	83904550	83904600	chr15	84460300	84460350	EE	EE	78.3000030517578	-2.89770142415386
chr15	83904550	83904600	chr15	84462100	84462150	EE	EE	78.3000030517578	-3.04669323544804
chr15	83904550	83904600	chr15	84462150	84462200	EE	EE	78.3000030517578	-3.08516738326268
chr15	83904550	83904600	chr15	84462200	84462250	EE	EE	78.3000030517578	-3.17449773123214
chr15	83904550	83904600	chr15	84462250	84462300	EE	EE	78.3000030517578	-3.17449773123214
chr15	84042700	84042750	chr15	84444800	84444850	EE	EE	74.8000030517578	-2.40839218563683
chr15	84042700	84042750	chr15	84444850	84444900	EE	EE	74.8000030517578	-2.40839218563683
chr15	84042700	84042750	chr15	84460300	84460350	EE	EE	77.8000030517578	-2.82888808360725
chr15	84042700	84042750	chr15	84462100	84462150	EE	EE	79.8000030517578	-2.86507041991389
chr15	84042700	84042750	chr15	84462150	84462200	EE	EE	79.8000030517578	-2.86507041991389
chr15	84042700	84042750	chr15	84462200	84462250	EE	EE	79.8000030517578	-2.87212517744784
chr15	84042700	84042750	chr15	84462250	84462300	EE	EE	79.8000030517578	-2.87212517744784
chr15	84042750	84042800	chr15	84444800	84444850	EE	EE	74.8000030517578	-2.40839218563683
chr15	84042750	84042800	chr15	84444850	84444900	EE	EE	74.8000030517578	-2.40839218563683
chr15	84042750	84042800	chr15	84460300	84460350	EE	EE	77.8000030517578	-2.82888808360725
chr15	84042750	84042800	chr15	84462100	84462150	EE	EE	79.8000030517578	-2.86507041991389
chr15	84042750	84042800	chr15	84462150	84462200	EE	EE	79.8000030517578	-2.86507041991389
chr15	84042750	84042800	chr15	84462200	84462250	EE	EE	79.8000030517578	-2.87212517744784
chr15	84042750	84042800	chr15	84462250	84462300	EE	EE	79.8000030517578	-2.87212517744784
chr15	84042800	84042850	chr15	84444800	84444850	EE	EE	74.8000030517578	-2.40839218563683
chr15	84042800	84042850	chr15	84444850	84444900	EE	EE	74.8000030517578	-2.40839218563683
chr15	84042800	84042850	chr15	84460300	84460350	EE	EE	77.8000030517578	-2.82888808360725
chr15	84042800	84042850	chr15	84462100	84462150	EE	EE	79.8000030517578	-2.86507041991389
chr15	84042800	84042850	chr15	84462150	84462200	EE	EE	79.8000030517578	-2.86507041991389
chr15	84042800	84042850	chr15	84462200	84462250	EE	EE	79.8000030517578	-2.87212517744784
chr15	84042800	84042850	chr15	84462250	84462300	EE	EE	79.8000030517578	-2.87212517744784
chr15	85429450	85429500	chr15	85863300	85863350	EE	EE	71.8000030517578	-2.65789402317501
chr15	85429450	85429500	chr15	85869400	85869450	EE	EE	71.8000030517578	-2.74573580379394
chr15	85429450	85429500	chr15	85869450	85869500	EE	EE	71.8000030517578	-2.74573580379394
chr15	85441100	85441150	chr15	85863300	85863350	EE	EE	74.3000030517578	-2.48153291106575
chr15	85441100	85441150	chr15	85869400	85869450	EE	EE	75.3000030517578	-2.22408077148922
chr15	85441100	85441150	chr15	85869450	85869500	EE	EE	75.3000030517578	-2.22408077148922
chr15	85441150	85441200	chr15	85863300	85863350	EE	EE	74.3000030517578	-2.48153291106575
chr15	85441150	85441200	chr15	85869400	85869450	EE	EE	75.3000030517578	-2.22408077148922
chr15	85441150	85441200	chr15	85869450	85869500	EE	EE	75.3000030517578	-2.22408077148922
chr15	85540800	85540850	chr15	85863300	85863350	EE	EE	74.8000030517578	-2.50955509806313
chr15	85540800	85540850	chr15	85869400	85869450	EE	EE	74.8000030517578	-2.4665036673128
chr15	85540800	85540850	chr15	85869450	85869500	EE	EE	74.8000030517578	-2.4665036673128
chr15	85540800	85540850	chr15	85965850	85965900	EE	EE	62.7999992370605	-2.53503727538947
chr15	85540800	85540850	chr15	85970900	85970950	EE	EE	62.2999992370605	-3.02046410255972
chr15	85540850	85540900	chr15	85863300	85863350	EE	EE	74.8000030517578	-2.50955509806313
chr15	85540850	85540900	chr15	85869400	85869450	EE	EE	74.8000030517578	-2.4665036673128
chr15	85540850	85540900	chr15	85869450	85869500	EE	EE	74.8000030517578	-2.4665036673128
chr15	85540850	85540900	chr15	85965850	85965900	EE	EE	62.7999992370605	-2.53503727538947
chr15	85540850	85540900	chr15	85970900	85970950	EE	EE	62.2999992370605	-3.02046410255972
chr15	85726900	85726950	chr15	85965850	85965900	EE	EE	78.3000030517578	-2.71127895050256
chr15	85726900	85726950	chr15	85970900	85970950	EE	EE	78.3000030517578	-3.29768054864069
chr15	85734400	85734450	chr15	85965850	85965900	EE	EE	80.3000030517578	-2.46899648267283
chr15	85734400	85734450	chr15	85970900	85970950	EE	EE	80.3000030517578	-2.94660030541049
chr15	85734450	85734500	chr15	85965850	85965900	EE	EE	80.3000030517578	-2.46899648267283
chr15	85734450	85734500	chr15	85970900	85970950	EE	EE	80.3000030517578	-2.94660030541049
chr15	99868900	99868950	chr15	100151700	100151750	EE	EE	76.8000030517578	-1.89898539752317
chr15	99868950	99869000	chr15	100151700	100151750	EE	EE	76.8000030517578	-1.89898539752317
chr15	99869000	99869050	chr15	100151700	100151750	EE	EE	76.8000030517578	-1.91085949781146
chr15	101052350	101052400	chr15	101896200	101896250	EE	EE	63.2999992370605	-3.25550073314839
chr15	101052350	101052400	chr15	101896250	101896300	EE	EE	63.2999992370605	-3.24792751344359
chr15	101052350	101052400	chr15	101896300	101896350	EE	EE	63.2999992370605	-3.39993060688864
chr15	101052350	101052400	chr15	101896350	101896400	EE	EE	63.2999992370605	-3.39993060688864
chr15	101146350	101146400	chr15	101804200	101804250	EE	EE	90.4000015258789	-3.22134051094286
chr15	101146350	101146400	chr15	101804250	101804300	EE	EE	90.4000015258789	-3.22134051094286
chr15	101146350	101146400	chr15	101804300	101804350	EE	EE	90.4000015258789	-3.19219416528334
chr15	101146350	101146400	chr15	101814450	101814500	EE	EE	90.4000015258789	-3.25096157353322
chr15	101146350	101146400	chr15	101814500	101814550	EE	EE	90.4000015258789	-3.22239242133645
chr15	101146350	101146400	chr15	101814550	101814600	EE	EE	90.4000015258789	-3.22239242133645
chr15	101146350	101146400	chr15	101896200	101896250	EE	EE	84.4000015258789	-3.17463200411984
chr15	101146350	101146400	chr15	101896250	101896300	EE	EE	84.4000015258789	-3.15094189807474
chr15	101146350	101146400	chr15	101896300	101896350	EE	EE	84.4000015258789	-3.15094189807474
chr15	101146350	101146400	chr15	101896350	101896400	EE	EE	84.4000015258789	-3.15094189807474
chr15	101146400	101146450	chr15	101804200	101804250	EE	EE	90.4000015258789	-3.22134051094286
chr15	101146400	101146450	chr15	101804250	101804300	EE	EE	90.4000015258789	-3.22134051094286
chr15	101146400	101146450	chr15	101804300	101804350	EE	EE	90.4000015258789	-3.19219416528334
chr15	101146400	101146450	chr15	101814450	101814500	EE	EE	90.4000015258789	-3.25096157353322
chr15	101146400	101146450	chr15	101814500	101814550	EE	EE	90.4000015258789	-3.22239242133645
chr15	101146400	101146450	chr15	101814550	101814600	EE	EE	90.4000015258789	-3.22239242133645
chr15	101146400	101146450	chr15	101896200	101896250	EE	EE	84.4000015258789	-3.17463200411984
chr15	101146400	101146450	chr15	101896250	101896300	EE	EE	84.4000015258789	-3.15094189807474
chr15	101146400	101146450	chr15	101896300	101896350	EE	EE	84.4000015258789	-3.15094189807474
chr15	101146400	101146450	chr15	101896350	101896400	EE	EE	84.4000015258789	-3.15094189807474
chr15	101157850	101157900	chr15	101804200	101804250	EE	EE	93.9000015258789	-2.37265889700829
chr15	101157850	101157900	chr15	101804250	101804300	EE	EE	93.9000015258789	-2.37265889700829
chr15	101157850	101157900	chr15	101804300	101804350	EE	EE	93.9000015258789	-2.34260166315211
chr15	101157850	101157900	chr15	101814450	101814500	EE	EE	93.9000015258789	-2.46661994960683
chr15	101157850	101157900	chr15	101814500	101814550	EE	EE	93.9000015258789	-2.4352557786975
chr15	101157850	101157900	chr15	101814550	101814600	EE	EE	93.9000015258789	-2.4352557786975
chr15	101157850	101157900	chr15	101896200	101896250	EE	EE	88.9000015258789	-2.57550217147209
chr15	101157850	101157900	chr15	101896250	101896300	EE	EE	88.9000015258789	-2.55639334852439
chr15	101157850	101157900	chr15	101896300	101896350	EE	EE	88.9000015258789	-2.55639334852439
chr15	101157850	101157900	chr15	101896350	101896400	EE	EE	88.9000015258789	-2.55639334852439
chr15	102573100	102573150	chr15	102996000	102996050	EE	EE	78.3000030517578	-2.7987417917529
chr15	102573100	102573150	chr15	102996050	102996100	EE	EE	78.3000030517578	-2.77884223431519
chr15	102573100	102573150	chr15	103007600	103007650	EE	EE	78.3000030517578	-2.9875090558168
chr15	102573100	102573150	chr15	103007650	103007700	EE	EE	78.3000030517578	-2.9875090558168
chr15	102573100	102573150	chr15	103012700	103012750	EE	EE	74.8000030517578	-3.32192809488736
chr15	102573100	102573150	chr15	103012750	103012800	EE	EE	74.8000030517578	-3.32192809488736
chr15	102573100	102573150	chr15	103012800	103012850	EE	EE	74.8000030517578	-3.32192809488736
chr15	102573100	102573150	chr15	103012850	103012900	EE	EE	74.8000030517578	-3.32192809488736
chr15	102573150	102573200	chr15	102996000	102996050	EE	EE	78.3000030517578	-2.7987417917529
chr15	102573150	102573200	chr15	102996050	102996100	EE	EE	78.3000030517578	-2.77884223431519
chr15	102573150	102573200	chr15	103007600	103007650	EE	EE	78.3000030517578	-2.9875090558168
chr15	102573150	102573200	chr15	103007650	103007700	EE	EE	78.3000030517578	-2.9875090558168
